"POLITICAL_UNIT","NAME","Event_ID","WGMS_ID","EVENT_DATE","ET_SURGE","ET_CALVING","ET_FLOOD","ET_AVALANCHE","ET_TECTONIC","ET_OTHER","EVENT_DESCRIPTION","INVESTIGATOR","SPONSORING_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG"
"US","UNNAMED PA1969 94",2751,7428,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 95",2750,7427,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 96",2754,7431,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 97",2753,7430,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED PA1969 99",2759,7436,99999999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): From Map: observed surging or display evidence of surging. PA1969 ",,,"Event description, Surge Diagnostic features and index based on PA1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","UNNAMED_A",4848,26404,19420799,0,,1,0,0,0,"In July 1942, a GLOF took place in a glacier of Cascade Range. The discharge peak was 360 m^3/s. ","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from Costa and Schuster (1988).",
"US","UNNAMED_B",4849,26405,19559999,0,,1,0,0,0,"In 1955, a GLOF took place in a glacier of Cascade Range. The outburst volume was 0.20 * 10^6 m^3/s.","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from O'Connor and others (2001).",
"US","UNNAMED_C",4850,26406,19609999,0,,1,0,0,0,"In 1960, a GLOF took place in a glacier of Cascade Range. The outburst volume was 0.01 * 10^6 m^3/s.","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from O'Connor and others (2001).",
"US","UNNAMED_C",4851,26406,19849999,0,,1,0,0,0,"In 1984, a GLOF took place in a glacier of Cascade Range. The outburst volume was 0.01 * 10^6 m^3/s. ","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from O'Connor and others (2001).",
"US","UNNAMED_D",4852,26407,19661099,0,,1,0,0,0,"In October 1966, a GLOF took place in a glacier of Cascade Range. The outburst volume was 0.32 * 10^6 m^3/s. The discharge peak was 380.00 m^3/s. The GLOF was probably triggered by an ice avalanche.","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from Costa and Schuster (1988).",
"US","VALERIE",3011,7831,19869999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Surge type E WS1987: glacier size >15km, valley tidewater, temperate. Surge stage: very high velocity, >15m/day, calving rate high. Horizontal displacement large but small relative to size. Vertical displacement difficult to discern. Duration <2 years. Quiescent stage: reservoir features: minor crevasse field. Reservoir dynamics: ""normal"" flow Receiving area: ""normal"" flow, monir surface lowering, calving rate low, may build delta. Period <10 to 15 years. ""A weak surge or pulse of the Valerie Glacier (tributary of Hubbard Glacier) and a pulse of the Hubbard Glacier caused a rapid advance of the calving terminus in the spring of 1986."" WGMS1993b Surge intensity 2 WS1987: 40-80% of glacier effected. Degree of transformation: where active: considerable, quite often surge does not reach terminus. Most of main trunk affected, some upper ice streams not affected. Terminus characteristics: minor surface rise, slight bulge, moderately crevassedm not all stagnant ice activated. Marginal characteristics; considerable shearing, but with regions without noticeable activity, tributaries not wholly sheared. Reservoir characteristics: crevassing confined to certain tributaries and certain regions, parts of upper basin look ""normal"". Duration 1 to 3 years.",,,"Event description, Surge Diagnostic features and index based on UT,WS1987, WGMS1993b. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","VARIEGATED",2719,150,19069999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Evidence: crevasses, elevation change. Listed by SM2009 Stage 1 SM2009: Surge build up",,,"Event description, Surge Diagnostic features and index based on SM2009. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1905",
"US","VARIEGATED",2724,150,19339999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed as surge type glacier by HEV1969 Surge type A WS1987: glacier size >30km to 5-30km. Valley glacier. Temperate subpolar. Surge stage: velocity >15m/day, annually to >50m/day for short periods. Horizontal displacement large >5km. Vertical displacement: large >50m. Duration 2 to 6 years. Quiescent stage: reservoir features potholes, to crevasse free, can observe appreciable filling. Reservoir dynamics speeds much lower than ""normal"", increasing to surge. Receiving area: ""stagnant"" no activity. considerable surface lowering, if debris free: considerable retreat. Period: >15 to >60 years. Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on SM2009. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"US","VARIEGATED",2720,150,19479999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed by MBF2008 ",,,"Event description, Surge Diagnostic features and index based on SM2009. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1946",
"US","VARIEGATED",2721,150,19659999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed as surge type glacier by HEV1969 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on SM2009. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1964",
"US","VARIEGATED",2722,150,19839999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): Listed as surge type glacier by HEV1969 From Map: observed surging or display evidence of surging. PA1969 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on SM2009. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1982",
"US","VARIEGATED",12,150,19950601,1,0,0,0,0,0,"Variegated Glacier was observed to be surging in June, 1995. Observations show increased crevassing in September 1994, but the glacier did not appear to be surging at that time. The last surge of this glacier was a two-pulse surge in 1982 and 1983, with the second year’s pulse being the strongest and propagating downglacier into the moraines from previous surges. The 1995 surge caused extensive crevassing high up into the upper reaches of the glacier, but the drawdown in the regions was not as large as it was in 1982–83. Crevassing in the middle reaches of the glacier was not as chaotic or severe as it was in 1983. Early June 1995 was a record warm period in the nearby village of Yakutat, and on 11 June there was a large flood of turbid water in the terminal stream of Variegated Glacier. Time lapse camera data shows no significant surge motion for some time after this date, indicating that the surge pulse terminated in June. However, comparison of airborne elevation profiles made on 5 June 1995 and 5 June 1996 show some continued drawdown in the upper reaches of the glacier and a progression of the bulge at the surge front downglacier a short distance. This indicates that there may have been a small second pulse of the surge sometime between summer 1995 and spring 1996. Observations later in 1996 indicate that no significant surge motion occurred during the summer of 1996. The 12- to 13-year period between the last two surges is shorter than the 16- to 18-year",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,1995
"US","VARIEGATED",2723,150,19969999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): The glacier surged in 1982-1983. KB1987 ""The 1982-83 surge, which had maximum ice velocities reaching 50md is one of the best documented glacier events."" MBF2008 ""The surge occurred as two pulses, each starting in yinter and terminal- ting early the following summer. The first pulse (January to July 1982) affected the upper half of the glacier. The second pulse (October 1982 to July 1983) started by reactivation of the upper part of the glacier which then propagated as a surge front to affect the lower parts of the glacier. Peak speed during the surge was about 65m per day, which was maintained during several hour periods. Elevation change of the ice surface exceeded 100m. The surge front did not propagate as far into the terminal lobe as in the previous surge of 1964/65, and there was no advance of the stagnant ice margin. Reference/most important data source: Kamb et al. (1985); an article by C. Raymond is in press (Journal of Geophysical Research)."" WGMS1988 Surge intensity 3 WS1987: >80% of glacier affected. Degree of transformation: entire glacier broken up, riven with crevasses, entire upper basin active, probable terminus advance. Terminus characteristics: very steep. Bulging, wholly crevassed, previously stagnant debris-covered ice riven with crevasses, major surface rise. Marginal characteristics: sheared throughout. often lower basin tributaries sheared completely. Reservoir characteristics: major crevassing, great extension, ice streams shearing past one another. Duration more than 2 years.",,,"Event description, Surge Diagnostic features and index based on SM2009. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1995",
"US","WALDO",4853,26403,19379999,0,,1,0,0,0,"In 1937, a GLOF took place in Waldo glacier. ","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from O'Connor and others (2001).",
"US","WALDO",4854,26403,19510799,0,,1,0,0,0,"In July 1951, a GLOF took place in Waldo glacier.","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from O'Connor and others (2001).",
